date,gain
2025-05-03,4991.143712682773
2025-05-04,5287.417037856103
2025-05-05,-2552.9465144682254
2025-05-06,12978.064933601148
2025-05-07,6971.83843675469
2025-05-08,-3071.5679224288397
2025-05-09,-2888.036958303741
2025-05-10,-3631.573319005074
2025-05-11,-6.75463098185719
2025-05-12,2489.2021287166426
2025-05-13,-214.94693487722543
2025-05-14,712.6506851281083
2025-05-15,-1113.114651695003
2025-05-16,672.7489764064721
2025-05-17,27.066867294199255
2025-05-18,626.0088991407465
2025-05-19,-908.1777045827621
2025-05-20,-2000.3034365302083
2025-05-21,-818.6288501274612
2025-05-22,-245.61843055158533
2025-05-23,-2739.3990319267996
2025-05-24,-1773.1433730581011
2025-05-25,-147.62094726312353
2025-05-26,4123.085512093974
2025-05-27,-5110.975231909426
2025-05-28,-1566.6647882686739
2025-05-29,-3836.8583940205644
2025-05-30,-1851.0554347864127
2025-05-31,-1321.5027779673183
2025-06-01,8723.147339458774
2025-06-02,444.7897706632939
2025-06-03,3214.1478128424787
2025-06-04,-2182.3607152252225
2025-06-05,20729.951242558003
2025-06-06,12774.703482552191
2025-06-07,13800.604628029483
2025-06-08,-1097.257319913122
2025-06-09,1757.4724874404055
2025-06-10,-4033.688748550725
2025-06-11,-3253.8459544410434
2025-06-12,-2340.679350416671
2025-06-13,-3552.5577583423983
2025-06-14,-2093.655641418478
2025-06-15,-4712.752851736179
2025-06-16,-2883.4669043800386
2025-06-17,-4824.114979295584
2025-06-18,-3158.4998273346064
2025-06-19,-4419.695167608268
2025-06-20,-3133.586694175123
2025-06-21,-227.27796915743238
2025-06-22,-415.4708232126213
2025-06-23,-1516.0693787723212
2025-06-24,-843.4421701186293
2025-06-25,-2774.6966493886066
2025-06-26,-3393.9451493064626
2025-06-27,-1019.809650491803
2025-06-28,-2375.8476874534244
2025-06-29,8961.87019942711
2025-06-30,-2530.168992957275
2025-07-01,54227.934778889314
2025-07-02,39254.78558760219
2025-07-03,33078.681462639644
2025-07-04,8990.133656697297
2025-07-05,4581.5724922180125
2025-07-06,34339.35822688872
2025-07-07,-3125.41049523971
2025-07-08,3094.9768076895634
2025-07-09,2694.6071245665007
2025-07-10,-951.5198088823818
2025-07-11,-313.70924180699876
2025-07-12,-667.4456699545517
2025-07-13,4212.738834974443
2025-07-14,2263.7567757867946
2025-07-15,3700.2463000125645
2025-07-16,2210.622966342329
2025-07-17,-703.7790225595818
2025-07-18,1895.3320305876332
2025-07-19,1133.163020836546
2025-07-20,2069.7312815241967
2025-07-21,2687.7452931156877
2025-07-22,-2035.738713792969
2025-07-23,1792.1188955222024
2025-07-24,4314.829880204365
2025-07-25,-1651.4450811392453
2025-07-26,-928.6901259907863
2025-07-27,42.19409916373843
2025-07-28,-38.88687220119027
2025-07-29,280.1023848484183
2025-07-30,-3505.8719630938285
2025-07-31,-728.3209645929091
2025-08-01,1743.2973539129707
2025-08-02,-1200.9200340230018
2025-08-03,1985.108923330692
2025-08-04,609.1637940192159
2025-08-05,-155.47087660857505
2025-08-06,1654.123916776407
2025-08-07,2810.823187765418
2025-08-08,-433.3501243459941
2025-08-09,-159.88814927966087
2025-08-10,-1091.429486891364
2025-08-11,-3806.304552508969
2025-08-12,1138.21457953949
2025-08-13,6639.714108682594
2025-08-14,-738.1665696283235
2025-08-15,-1534.6251607505474
2025-08-16,523.1199512812345
2025-08-17,6771.029149452574
2025-08-18,-2063.4088277598858
2025-08-19,169.2115849305046
2025-08-20,209.39800645616924
2025-08-21,-1788.8144474601795
2025-08-22,-1114.010076227998
2025-08-23,544.3573630185929
2025-08-24,-1468.7969970807026
2025-08-25,5819.541847088156
2025-08-26,-1619.6345331927005
2025-08-27,444.44814278501144
2025-08-28,20121.28320327596
2025-08-29,264.35375043510066
2025-08-30,-207.31689548181384
2025-08-31,8377.235202853233
2025-09-01,2742.9460546923074
2025-09-02,-2815.8557287979347
2025-09-03,2011.4357003570112
2025-09-04,1154.1318340509533
2025-09-05,982.2281827195948
2025-09-06,-187.6269008484851
2025-09-07,-3567.0490869978094
2025-09-08,3245.7295862739047
2025-09-09,8927.023538751768
2025-09-10,4759.161592456461
2025-09-11,2484.012344532188
2025-09-12,-550.3316518777865
2025-09-13,767.6512597751571
2025-09-14,5882.059062896733
2025-09-15,3425.935594357172
2025-09-16,2947.734456921171
2025-09-17,975.4288802576411
2025-09-18,17070.45361049036
2025-09-19,1182.6317914909378
2025-09-20,743.8898965069129
2025-09-21,-406.30069098159584
2025-09-22,1339.981437453498
2025-09-23,755.7622058890702
2025-09-24,18920.330158830548
2025-09-25,-1614.4506702923318
2025-09-26,-1344.8876930587612
2025-09-27,-3629.3946605846613
2025-09-28,-1308.908163862936
2025-09-29,-1085.1994749505611
2025-09-30,1041.5642151460488
2025-10-01,713.3989419183563
2025-10-02,2699.454301983533
2025-10-03,-489.8592535507523
2025-10-04,-60.6057423383354
2025-10-05,584.0336508157488
2025-10-06,-193.72030912663467
2025-10-07,-1724.50585509136
2025-10-08,6545.1010508697
2025-10-09,2404.6596564142383
2025-10-10,645.2927472182855
2025-10-11,2218.2067912965795
2025-10-12,12848.502514143147
2025-10-13,-1252.7892793028586
2025-10-14,-1733.3547271260468
2025-10-15,377.3663317388273
2025-10-16,6287.140873146367
2025-10-17,1080.9086766893997
2025-10-18,273.7488838114805
2025-10-19,4178.328035556078
2025-10-20,1653.171757963115
2025-10-21,152.64372199950594
2025-10-22,-904.518341949959
2025-10-23,3079.0129446181527
2025-10-24,-448.1330747524953
2025-10-25,-398.7265226636591
2025-10-26,2414.730260032142
2025-10-27,590.8545191126323
2025-10-28,14362.775928915325
2025-10-29,2952.7862706324304
2025-10-30,10016.326866931522
2025-10-31,360.560970952527
2025-11-01,-664.9608269751516
2025-11-02,-2480.089511400336
2025-11-03,1879.4660212988383
2025-11-04,-821.7620830429223
2025-11-05,2507.0782251669953
2025-11-06,4405.463748940587
2025-11-07,-854.4807420227553
2025-11-08,-278.9711041378432
2025-11-09,-37.68434341462125
2025-11-10,-3763.259693947097
2025-11-11,1185.796475806972
2025-11-12,-2582.5107804989457
2025-11-13,12689.95601300904
2025-11-14,-373.59917068937284
2025-11-15,357.36686120226295
2025-11-16,1996.1780229959331
2025-11-17,-1104.1406244939717
2025-11-18,3361.3200412862716
2025-11-19,3587.5680444872196
2025-11-20,4299.935129778991
2025-11-21,-1768.7292750661982
2025-11-22,-25.837687353603542
2025-11-23,505.71219929563085
2025-11-24,-1782.450645417688
2025-11-25,2613.776188530137
2025-11-26,-218.1184383737491
2025-11-27,-1481.9163553926119
2025-11-28,-202.98878881244673
2025-11-29,1927.4035866161103
2025-11-30,4853.050732425443
2025-12-01,9162.726150425646
2025-12-02,14165.903158998131
2025-12-03,38473.617530480165
2025-12-04,14460.964791159218
2025-12-05,3140.9403694559587
2025-12-06,4662.183964882148
2025-12-07,-1073.0775578299726
2025-12-08,-29.315224559395574
2025-12-09,511.79508029529825
2025-12-10,-2714.8327595231603
2025-12-11,1028.4394125100225
2025-12-12,-1280.1398856633969
2025-12-13,-1056.6766694877151
2025-12-14,5789.887182141523
2025-12-15,7296.181956367749
2025-12-16,748.7055701403151
2025-12-17,432.15713120427245
2025-12-18,1026.5336964978924
2025-12-19,-1622.003630972289
2025-12-20,629.6911764299657
2025-12-21,-974.4511005275708
2025-12-22,-302.5992789234515
2025-12-23,32.764982659122325
2025-12-24,-206.41169836400513
2025-12-25,7974.143959706234
2025-12-26,395.1804417495405
2025-12-27,-527.1261567557049
2025-12-28,-230.51420197055995
2025-12-29,-850.9160834353461
2025-12-30,-1811.4235860524204
2025-12-31,1162.324234021442
