时刻,实际,预测
18.333333333333332,3342.79,3673.00924797975
18.5,3456.8314,3728.567579550197
18.666666666666668,3634.5648,3727.9629135852633
18.833333333333332,3852.72,3716.3474490224944
19.0,4004.9442,3845.6788962737837
19.166666666666668,3706.7434,3878.15116296239
19.333333333333332,3293.48,3747.8807908425865
19.5,3492.5254,3623.329038873061
19.666666666666668,3490.6667,3529.262240299677
19.833333333333332,3189.62,3576.460597710517
20.0,3348.2366,3858.882152317039
20.166666666666668,3725.2052,3930.3255786618847
20.333333333333332,3960.13,3818.297243774678
20.5,3881.8245,3971.484347370182
20.666666666666668,3513.6729,4094.6124651450723
20.833333333333332,3160.32,3968.0490208024235
21.0,3214.7106,3676.370626998535
21.166666666666668,3489.1029,3443.0745144892394
21.333333333333332,3713.49,3419.5235389649642
21.5,3715.4477,3566.4306866768356
21.666666666666668,3460.6768,3518.5551988053558
21.833333333333332,3169.68,3307.6915146503898
22.0,3161.2424,3293.5649006470335
22.166666666666668,3268.4465,3256.0350814239664
22.333333333333332,3317.19,3232.848844666626
22.5,3281.0391,3501.0418301426535
22.666666666666668,3250.7574,3675.478374177075
22.833333333333332,3190.39,3498.4079106526506
23.0,2998.9363,3102.1216910551116
23.166666666666668,2920.9743,2966.252066711527
23.333333333333332,2989.3,3126.7704026778383
23.5,3024.571,3238.802453592819
23.666666666666668,3193.3141,3524.450135609036
23.833333333333332,3636.14,3931.2410590813324
